Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,T6
40,0,21.06666667,37.56,17.815,40.5,21.03333333,37.86,20.29,33.79,18.1,51.09,62.96666667,19.6,35.09,21.42666667,43.43333333,18.1,40.7,7.67E-01,763.2666667,88.33333333,1,50.33333333,-9.67E-01,6.552469044,6.552469044,0.2
50,0,21,37.5,17.79,40.56,20.89,37.79,20.29,33.79,18.1,51.06,63.63,19.6,35.0675,21.39,43.4,18.1,40.76,6.50E-01,763.3,88.5,1,49.5,-1.05E+00,21.7472478,21.7472478,0.233333333
50,0,21,37.5,17.7,40.59,20.85666667,37.76,20.29,33.79,18.1,51,63.42333333,19.6,35,21.39,43.4,18.16666667,40.79,5.33E-01,763.3333333,88.66666667,1,48.66666667,-1.13E+00,33.55276665,33.55276665,0.033333333
50,0,20.89,37.46666667,17.63333333,40.59,20.79,37.7,20.26,33.76,18.1,51,65.02333333,19.6,35.09,21.39,43.56666667,18.16666667,40.79,4.17E-01,763.3666667,88.83333333,1,47.83333333,-1.22E+00,42.50198229,42.50198229,0.033333333
50,0,20.89,37.32666667,17.6,40.73,20.7,37.66333333,20.2,33.76,18,50.79,65.62333333,19.6,35.09,21.39,43.7,18.16666667,40.9,3.00E-01,763.4,89,1,47,-1.30E+00,38.27169547,38.27169547,0.1
70,0,20.89,37.2,17.53333333,40.79,20.7,37.59,20.2,33.73,18,50.73,65.46333333,19.6,35.12666667,21.29,43.7,18.16666667,40.9,3.17E-01,763.4,89.16666667,1,46,-1.25E+00,20.58110967,20.58110967,0
40,0,20.82333333,37.12666667,17.5,41,20.7,37.59,20.2,33.79,18,50.7,65.86333333,19.6,35.12666667,21.29,43.7,18.1,41,3.33E-01,763.4,89.33333333,1,45,-1.20E+00,12.20297398,12.20297398,0
60,0,20.79,36.9,17.42666667,41,20.7,37.53,20.16666667,33.79,18,50.62666667,66.03,19.6,35.2,21.29,43.7,18.16666667,41,3.50E-01,763.4,89.5,1,44,-1.15E+00,35.45315736,35.45315736,-0.1
40,0,20.79,36.82666667,17.39,41.09,20.7,37.5,20.1,33.79,18,50.59,66.69666667,19.6,35.26,21.29,43.59,18.16666667,41,3.67E-01,763.4,89.66666667,1,43,-1.10E+00,30.7816795,30.7816795,-0.033333333
40,0,20.79,36.7,17.39,41.16333333,20.7,37.5,20.1,33.79,18,50.53,66.83,19.6,35.26,21.23,43.59,18.1,41.06,3.83E-01,763.4,89.83333333,1,42,-1.05E+00,20.10151718,20.10151718,-0.033333333
60,0,20.73,36.7,17.29,41.32666667,20.7,37.4,20.1,33.79,17.96333333,50.5,66.49666667,19.6,35.26,21.2,43.46666667,18.13333333,41.09,4.00E-01,763.4,90,1,41,-1.00E+00,37.16641809,37.16641809,-0.166666667
40,0,20.7,36.59,17.23,41.32666667,20.7,37.46666667,20.1,33.79,17.89,50.43333333,66.43333333,19.53333333,35.43333333,21.2,43.32666667,18.13333333,41.09,2.83E-01,763.4333333,90.5,1.166666667,40,-1.05E+00,46.87234806,46.87234806,-0.233333333
40,0,20.7,36.59,17.16666667,41.4,20.66666667,37.4,20.06666667,33.79,17.89,50.4,66.76666667,19.6,35.43333333,21.2,43.2,18.16666667,41.09,1.67E-01,763.4666667,91,1.333333333,39,-1.10E+00,14.29325935,14.29325935,-0.3
30,0,20.7,36.5,17.1,41.46666667,20.6,37.32666667,20,33.79,17.89,50.32666667,68.19,19.5,35.5,21.2,43.2,18.16666667,41.09,5.00E-02,763.5,91.5,1.5,38,-1.15E+00,1.975854451,1.975854451,-0.2
20,0,20.7,36.5,17.1,41.43333333,20.6,37.2,20,33.79,17.89,50.29,69.0925,19.5,35.5,21.16666667,43.16333333,18.2,41.09,-6.67E-02,763.5333333,92,1.666666667,37,-1.20E+00,29.35221242,29.35221242,-0.025
50,0,20.6,36.36333333,17.03333333,41.5,20.53333333,37.26,20,33.86333333,17.89,50.23,69.93333333,19.5,35.4,21.1,43.09,18.1,41.09,-1.83E-01,763.5666667,92.5,1.833333333,36,-1.25E+00,8.686578728,8.686578728,0.166666667
50,0,20.6,36.29,17,41.4,20.46333333,37.2,19.92666667,33.9,17.89,50.2,70.56333333,19.5,35.4,21.1,43.12666667,18.1,41.09,-3.00E-01,763.6,93,2,35,-1.30E+00,6.083421712,6.083421712,0.233333333
50,0,20.5,36.29,17,41.46666667,20.46333333,37.26,20,33.9,17.89,50.2,70.76333333,19.5,35.43333333,21.1,43.2,18.2,41.09,-4.17E-01,763.6,93.16666667,1.833333333,34.5,-1.40E+00,21.00844485,21.00844485,0.366666667
50,0,20.5,36.29,16.89,41.59,20.39,37.2,19.96333333,34,17.89,50.09,70.85666667,19.5,35.5,21.1,43.16333333,18.2,41.09,-5.33E-01,763.6,93.33333333,1.666666667,34,-1.50E+00,31.25305218,31.25305218,0.4
50,0,20.5,36.2,16.865,41.5675,20.39,37.2,19.89,34,17.82333333,50.03,70.85666667,19.5,35.5,21.03333333,43.03,18.1,41.09,-6.50E-01,763.6,93.5,1.5,33.5,-1.60E+00,38.88142928,38.88142928,0.333333333
50,0,20.5,36.2,16.79,41.56,20.39,37.145,19.89,34,17.79,49.96666667,70.39333333,19.4725,35.475,21,43,18.16666667,41.09,-7.67E-01,763.6,93.66666667,1.333333333,33,-1.70E+00,8.882973576,8.882973576,0.233333333
50,0,20.39,36.145,16.79,41.59,20.42666667,37.2,19.89,34,17.79,49.9,70.99333333,19.39,35.4,21,42.93333333,18.16666667,41.06,-8.83E-01,763.6,93.83333333,1.166666667,32.5,-1.80E+00,11.88035117,11.88035117,0.3
50,0,20.39,36.09,16.79,41.66333333,20.5,37.2,19.85666667,34.06,17.79,49.9,71.16333333,19.39,35.5,21,42.9,18.16666667,41.06,-1.00E+00,763.6,94,1,32,-1.90E+00,26.96755619,26.96755619,0.266666667
40,0,20.39,36.09,16.76,41.7,20.5,37.23,19.79,34,17.79,49.86333333,70.95666667,19.46333333,35.56,21,42.9,18.1,41,-9.67E-01,763.7,93.83333333,1,29.83333333,-1.88E+00,0.798223761,0.798223761,0.2
50,0,20.35666667,36.09,16.7,41.7,20.5,37.29,19.79,34,17.79,49.79,70.59333333,19.46333333,35.59,20.89,42.93333333,18.16666667,41,-9.33E-01,763.8,93.66666667,1,27.66666667,-1.87E+00,17.95232765,17.95232765,0.066666667
50,0,20.29,36.16333333,16.7,41.79,20.5,37.4,19.79,34,17.79,49.79,70.66666667,19.39,35.59,20.89,43,18.16666667,41,-9.00E-01,763.9,93.5,1,25.5,-1.85E+00,11.4783267,11.4783267,0
30,0,20.29,36.2,16.7,41.79,20.56666667,37.4,19.79,34.09,17.79,49.79,70.86333333,19.39,35.62666667,20.89,43,18.1,41.06,-8.67E-01,764,93.33333333,1,23.33333333,-1.83E+00,9.366347163,9.366347163,0
30,0,20.29,36.2,16.66666667,41.86333333,20.5,37.5,19.79,34.09,17.79,49.79,69.59,19.39,35.76,20.815,42.95,18.2,41.09,-8.33E-01,764.1,93.16666667,1,21.16666667,-1.82E+00,46.57156505,46.57156505,-0.266666667
30,10,20.26,36.16333333,16.6,41.79,20.5,37.56,19.745,34.09,17.73,49.73,69.29666667,19.42666667,35.86,20.85666667,43.06,18.2,41.09,-8.00E-01,764.2,93,1,19,-1.80E+00,48.19997431,48.19997431,-0.5
80,0,20.2,36.16333333,16.6,41.86333333,20.5,37.59,19.7,34.09,17.79,49.76,68.89666667,19.42666667,36.13333333,20.79,43.06666667,18.2,41.23,-7.50E-01,764.25,93.33333333,1,18,-1.70E+00,21.79238892,21.79238892,-0.633333333
50,0,20.2,36.46333333,16.55,41.82666667,20.42666667,37.59,19.7,34.09,17.79,49.56666667,69.39,19.39,36.22333333,20.79,43.06666667,18.2,41.23,-7.00E-01,764.3,93.66666667,1,17,-1.60E+00,29.06443813,29.06443813,-0.85
40,0,20.2,36.72333333,16.56666667,41.93,20.46333333,37.66333333,19.7,34.12666667,17.89,48.26333333,69.4,19.39,35.96333333,20.76,42.6,18.2,41.2,-6.50E-01,764.35,94,1,16,-1.50E+00,38.13904405,38.13904405,-1.033333333
90,0,20.2,36.9,16.5,42.15666667,20.39,37.53,19.7,34.2,17.96333333,47.39666667,69.26,19.39,35.52666667,20.7,42.26666667,18.2,41.2,-6.00E-01,764.4,94.33333333,1,15,-1.40E+00,46.72640836,46.72640836,-1.1
70,0,20.2,37.16,16.5,42.43,20.39,37.5,19.7,34.36,18,46.66,69.66,19.32333333,35.32666667,20.7,42.02666667,18.2,41.045,-5.50E-01,764.45,94.66666667,1,14,-1.30E+00,5.465718231,5.465718231,-1.066666667
280,0,20.2,37.46333333,16.6,42.76666667,20.39,37.5,19.7,34.63333333,18.06666667,46.19333333,70.06,19.29,35.06,20.7,41.76666667,18.2,40.9,-5.00E-01,764.5,95,1,13,-1.20E+00,21.55617324,21.55617324,-0.866666667
180,10,20.2,37.53,16.6,42.96666667,20.29,37.36333333,19.66666667,34.72333333,18.1,45.72333333,70.82333333,19.29,34.86,20.66666667,41.52666667,18.13333333,40.82666667,-1.50E-01,764.55,94.33333333,1,13.66666667,-9.67E-01,38.96392776,38.96392776,-0.666666667
290,0,20.2,37.5,16.6,42.86333333,20.29,37.29,19.6,34.59,18.1,45.53,71.63,19.29,34.7,20.6,41.32666667,18.2,40.66333333,2.00E-01,764.6,93.66666667,1,14.33333333,-7.33E-01,9.807453176,9.807453176,-0.4
80,0,20.13333333,37.56,16.66666667,42.79,20.32333333,37.32666667,19.7,34.76,18.06666667,45.76666667,72.09,19.29,34.56666667,20.6,41.16333333,18.2,40.53,5.50E-01,764.65,93,1,15,-5.00E-01,10.24786064,10.24786064,-0.133333333
330,0,20.16666667,38.02666667,16.7,42.495,20.39,37.4,19.7,34.76,18,46.1,72.23,19.2,33.99,20.6,40.96333333,18.2,40.29666667,9.00E-01,764.7,92.33333333,1,15.66666667,-2.67E-01,16.27475187,16.27475187,0.066666667
140,0,20.1,38.69333333,16.79,42.4,20.39,37.4,19.7,34.93333333,17.89,46.29,72.49666667,19.175,33.4975,20.5,40.49,18.2,39.89,1.25E+00,764.75,91.66666667,1,16.33333333,-3.33E-02,47.62770587,47.62770587,0.266666667
50,10,20.1,37.84,16.85666667,41.92666667,20.39,37.43,19.7,34.8,17.89,46.345,73.09666667,19.1,33.06666667,20.5,40.15666667,18.2,39.46666667,1.60E+00,764.8,91,1,17,2.00E-01,26.52271931,26.52271931,0.6
30,0,20.1,37.05666667,17.03333333,40.66666667,20.32333333,37.03,19.73,34.49,17.89,46.29,73.43333333,19.06666667,32.79666667,20.5,39.86333333,18.26,39.26666667,1.87E+00,764.8166667,90.5,1.166666667,20.5,3.83E-01,25.10372081,25.10372081,1.096666667
50,10,20.1,36.33,17.22666667,39.39333333,20.2,36.66333333,19.79,34.15666667,17.89,46.2,73.62666667,19,32.53,20.42666667,39.59666667,18.29,38.76,2.13E+00,764.8333333,90,1.333333333,24,5.67E-01,49.31626443,49.31626443,1.43
50,10,20.1,36.06,17.56666667,38.69333333,20.2,36.59,19.89,33.86333333,17.89,46.12666667,73.56,19,32.33333333,20.39,39.36333333,18.29,38.7,2.40E+00,764.85,89.5,1.5,27.5,7.50E-01,18.04210359,18.04210359,1.8
320,10,20.1,35.93333333,17.82666667,38.36,20.2,36.66333333,19.96333333,33.79,17.79,45.83333333,73.56,19,32.2,20.39,39.23,18.29,38.66333333,2.67E+00,764.8666667,89,1.666666667,31,9.33E-01,19.39812909,19.39812909,2.133333333
360,0,20.1,35.83333333,18.16333333,37.69666667,20.2,36.25666667,20,33.76,17.79,45.56666667,73.36666667,19,32.06,20.39,39.09,18.29,38.59,2.93E+00,764.8833333,88.5,1.833333333,34.5,1.12E+00,48.52663846,48.52663846,2.693333333
50,10,20.03333333,35.02666667,18.29,36.49666667,20.1,35.49666667,20.075,33.5425,17.79,45.43,72.6975,19,31.92666667,20.39,39.03,18.29,38.7,3.20E+00,764.9,88,2,38,1.30E+00,44.12445248,44.12445248,3.175
70,10,20,34.26666667,18.39,35.36333333,19.96,34.83,20.1,33.09666667,17.79,45.23,70.83,19,31.79,20.29,38.79,18.29,38.7,3.48E+00,764.9666667,86.33333333,2,40.66666667,1.32E+00,49.57571033,49.57571033,3.526666667
50,10,20,33.86,18.39,34.83,19.85666667,34.36333333,20.16666667,32.72333333,17.79,45.06,69.1,19,31.73,20.32333333,38.7,18.29,38.89,3.77E+00,765.0333333,84.66666667,2,43.33333333,1.33E+00,17.08647356,17.08647356,3.8
70,10,19.89,33.79,18.56666667,34.66333333,19.79,34.29,20.1,32.53,17.79,44.93333333,67.7,19,31.76,20.32333333,38.62666667,18.29,39.16333333,4.05E+00,765.1,83,2,46,1.35E+00,23.17425702,23.17425702,4.126666667
40,0,19.89,33.79,18.76,34.53,19.79,34.4,20.2,32.4,17.79,44.86333333,64.46333333,19,31.7,20.29,38.5,18.29,39.43333333,4.33E+00,765.1666667,81.33333333,2,48.66666667,1.37E+00,42.03776109,42.03776109,4.463333333
30,10,19.89,33.72333333,18.96333333,34.09,19.73,34.06666667,20.2,32.4,17.79,44.79,62.12333333,19.03333333,31.63333333,20.29,38.43333333,18.29,39.63333333,4.62E+00,765.2333333,79.66666667,2,51.33333333,1.38E+00,43.59999438,43.59999438,4.73
30,0,19.89,33.59,18.96333333,34.09,19.7,34.16333333,20.23,32.56666667,17.79,44.66333333,59.89,19.1,31.63333333,20.35666667,38.16333333,18.29,39.745,4.90E+00,765.3,78,2,54,1.40E+00,8.31029074,8.31029074,5.1
20,10,19.89,33.52666667,19.13333333,33.66,19.63333333,33.69666667,20.29,32.76,17.79,44.53,57.83,19.1,31.6,20.29,38.03,18.29,39.82666667,5.18E+00,765.3,76.66666667,2.333333333,55,1.40E+00,13.1109944,13.1109944,5.366666667
50,10,19.82333333,33.19333333,18.92666667,33.26666667,19.46333333,33.1,20.29,32.93333333,17.76,44.36333333,55.6,19.1,31.53333333,20.29,37.86333333,18.29,39.9,5.47E+00,765.3,75.33333333,2.666666667,56,1.40E+00,38.79807855,38.79807855,5.623333333
50,0,19.76,32.96666667,18.7,33.23,19.32333333,32.82666667,20.29,33.06,17.76,44.23,54.99333333,19.2,31.5,20.29,37.79,18.29,40,5.75E+00,765.3,74,3,57,1.40E+00,21.79426966,21.79426966,5.83
50,10,19.7,32.9,18.63333333,33.23,19.2,32.79,20.39,33.2,17.79,44.2,53.29,19.2,31.42666667,20.39,37.66333333,18.29,40,6.03E+00,765.3,72.66666667,3.333333333,58,1.40E+00,26.64875645,26.64875645,6.16
50,0,19.6,32.76,18.5,33.245,19.13333333,32.79,20.46333333,33.26,17.79,44.12666667,51.62333333,19.29,31.35666667,20.39,37.59,18.29,40.03,6.32E+00,765.3,71.33333333,3.666666667,59,1.40E+00,3.760543873,3.760543873,6.433333333
90,10,19.6,32.83333333,18.66333333,33.36,19.1,33.19,20.5,33.4,17.76,44.09,49.13333333,19.3925,31.29,20.5,37.52666667,18.29,40.03,6.60E+00,765.3,70,4,60,1.40E+00,8.314271667,8.314271667,6.623333333
100,10,19.63333333,33.5,18.85666667,33.5,19.2,33.53,20.56666667,33.4,17.7,44.0675,47.52666667,19.56666667,31.23,20.56666667,37.32666667,18.29,40.03,6.88E+00,765.2833333,68.16666667,4,60.5,1.28E+00,35.39875691,35.39875691,6.83
60,0,19.7675,34.65,19.1,33.76666667,19.32666667,33.72333333,20.6,33.43333333,17.7,43.93333333,47.52666667,19.63333333,31.1,20.7,37.22333333,18.29,40.09,7.17E+00,765.2666667,66.33333333,4,61,1.17E+00,42.14582756,42.14582756,7.1
40,10,19.79,34.7,19.16666667,34.02666667,19.39,33.93333333,20.66666667,33.56,17.7,43.86333333,46.52666667,19.76,31.03333333,20.76,37.03,18.29,39.36333333,7.45E+00,765.25,64.5,4,61.5,1.05E+00,32.13250075,32.13250075,7.366666667
30,0,19.92666667,34.93333333,19.23,34.26666667,19.46333333,34.13333333,20.7,33.59,17.7,43.73,44.6,19.89,30.96333333,20.92666667,36.96666667,18.29,39.36333333,7.73E+00,765.2333333,62.66666667,4,62,9.33E-01,20.69735702,20.69735702,7.563333333
60,10,20.06666667,35.06,19.29,34.4,19.53333333,34.23,20.7,33.59,18.1,61.4,41.595,19.96333333,30.82333333,21.06666667,36.82666667,18.39,39.53,8.02E+00,765.2166667,60.83333333,4,62.5,8.17E-01,19.87281502,19.87281502,7.8225
30,0,20.13333333,35.09,19.32333333,34.36333333,19.6,34.36333333,20.7,33.59,18.1,62.33333333,39.53333333,20.13333333,30.72666667,21.13333333,36.63333333,18.39,39.53,8.30E+00,765.2,59,4,63,7.00E-01,9.662893123,9.662893123,8.066666667
40,10,20.26,35.42333333,19.39,34.29,19.63333333,34.46333333,20.7,33.59,18.1,62.52666667,35.76,20.26,30.6,21.26,36.43333333,18.39,39.53,8.47E+00,765.1333333,58.16666667,4,55.83333333,6.50E-01,2.586446889,2.586446889,8.33
50,10,20.32333333,34.99,19.42666667,34.23,19.7,34.59,20.7,33.59,18.03333333,62.06666667,33.9,20.32333333,30.26,21.39,36.19333333,18.39,39.59,8.63E+00,765.0666667,57.33333333,4,48.66666667,6.00E-01,3.531314817,3.531314817,8.53
40,0,20.39,34.59666667,19.5,34.29,19.73,34.66333333,20.7,33.56,18,61.36,31.8,20.46333333,30.13333333,21.5725,35.8975,18.39,39.59,8.80E+00,765,56.5,4,41.5,5.50E-01,18.27652496,18.27652496,8.756666667
50,10,20.5,34.4,19.42666667,34.32666667,19.79,34.59,20.7,33.5,18,60.56666667,30.46,20.63333333,29.89,21.76,35.73,18.39,39.59,8.97E+00,764.9333333,55.66666667,4,34.33333333,5.00E-01,49.21551928,49.21551928,8.963333333
50,0,20.56666667,34.32666667,19.5,34.4,19.82333333,34.62666667,20.7,33.46666667,17.89,59.53333333,28.55666667,20.76,29.76333333,21.82333333,35.46666667,18.39,39.5,9.13E+00,764.8666667,54.83333333,4,27.16666667,4.50E-01,38.3900889,38.3900889,9.033333333
50,10,20.7,34.33333333,19.5,34.5,19.89,34.7,20.7,33.32666667,17.89,58.79333333,28.69666667,20.92666667,29.63333333,21.89,35.26666667,18.39,39.43333333,9.30E+00,764.8,54,4,20,4.00E-01,47.21733301,47.21733301,9.1
60,10,20.7,34.12666667,19.5,34.43333333,19.89,34.7,20.7,33.29,17.89,57.56666667,29.12666667,21.06666667,29.5,22.03333333,35,18.5,39.5,9.42E+00,764.8,53.83333333,4,27.5,4.50E-01,10.09466009,10.09466009,9.33
50,0,20.73,33.96666667,19.5,34.36333333,19.89,34.7,20.7,33.29,17.89,55.9,28.39333333,21.2,29.32666667,22.16666667,34.93333333,18.5,39.46666667,9.53E+00,764.8,53.66666667,4,35,5.00E-01,24.58083669,24.58083669,9.463333333
50,10,20.79,33.82666667,19.56666667,34.29,20,34.7,20.73,33.29,17.79,54.19666667,26.96333333,21.26,29.2,22.29,34.76,18.5,39.4,9.65E+00,764.8,53.5,4,42.5,5.50E-01,47.8159138,47.8159138,9.533333333
50,0,20.79,33.7,19.6,34.26,20.06666667,34.7,20.79,33.29,17.79,53.19666667,26.15666667,21.42666667,29,22.35666667,34.56666667,18.5,39.36333333,9.77E+00,764.8,53.33333333,4,50,6.00E-01,47.92924211,47.92924211,9.6
50,10,20.85666667,33.62666667,19.53333333,34.12666667,20,34.59,20.79,33.2,17.79,52.23333333,24.7,21.5,28.92666667,22.42666667,34.4,18.5,39.29,9.88E+00,764.8,53.16666667,4,57.5,6.50E-01,9.08540875,9.08540875,9.69
50,10,20.89,33.5,19.6,33.95,20.075,34.5675,20.79,33.2,17.79,51.49333333,24.03333333,21.63333333,28.76,22.56666667,34.26666667,18.5,39.29,1.00E+01,764.8,53,4,65,7.00E-01,31.5298873,31.5298873,9.763333333
20,0,20.89,33.5,19.6,33.9,20.1,34.5,20.79,33.16333333,17.79,50.73333333,23.66,21.7675,28.6,22.6,34.06,18.5,39.29,9.93E+00,764.7833333,53.83333333,4.166666667,65,8.50E-01,47.97413357,47.97413357,9.89
30,10,21,33.5,19.6,33.9,20.2,34.46666667,20.79,33.09,17.79,49.9975,23.99333333,21.85666667,28.42666667,22.66666667,34,18.6,39.2,9.87E+00,764.7666667,54.66666667,4.333333333,65,1.00E+00,7.452929858,7.452929858,9.89
30,0,21,33.5225,19.6,34,20.2,34.4,20.89,33.2,17.79,49.33,24.02333333,21.89,28.35666667,22.7,33.79,18.6,39.2,9.80E+00,764.75,55.5,4.5,65,1.15E+00,21.26548523,21.26548523,9.926666667
50,10,21,33.59,19.6,33.93333333,20.2,34.4,20.82333333,33.12666667,17.79,48.76666667,24.4975,21.96333333,28.23,22.76,33.73,18.6,39.2,9.73E+00,764.7333333,56.33333333,4.666666667,65,1.30E+00,34.28270677,34.28270677,10.075
50,10,21,33.43,19.5,33.86333333,20.2,34.4,20.82333333,33.12666667,17.79,48.3,24.36,22,28.1,22.79,33.59,18.6,39.12666667,9.67E+00,764.7166667,57.16666667,4.833333333,65,1.45E+00,41.09853641,41.09853641,10.1
40,0,21,33.29,19.5,33.79,20.2,34.32666667,20.89,33.2,17.79,47.83333333,25.26333333,22,28.1,22.79,33.53,18.6,39.09,9.60E+00,764.7,58,5,65,1.60E+00,18.48999424,18.48999424,10.03333333
50,10,21,33.36333333,19.5,33.69333333,20.2,34.32666667,20.79,33.09,17.79,47.5,24.93,22.03333333,28,22.79,33.5,18.6,39.09,9.53E+00,764.7166667,57.83333333,5,65,1.52E+00,45.28694317,45.28694317,10.16
50,0,21,33.15666667,19.42666667,33.5,20.2,34.22333333,20.79,33.09,17.79,47.1,24.43,22.1,28,22.79,33.5,18.6,39.09,9.47E+00,764.7333333,57.66666667,5,65,1.43E+00,41.04896741,41.04896741,10.25666667
50,0,21,33.06,19.35666667,33.36333333,20.2,34.09,20.79,33.09,17.79,46.76666667,24.56333333,22.1,28,22.79,33.4,18.6,39.09,9.40E+00,764.75,57.5,5,65,1.35E+00,18.72284668,18.72284668,10.39
50,0,20.92666667,32.72666667,19.23,32.89,20.2,34.2,20.79,33.2,17.79,46.43,24.56333333,22.1,27.92666667,22.79,33.4,18.6,39.09,9.33E+00,764.7666667,57.33333333,5,65,1.27E+00,18.02155621,18.02155621,10.32333333
50,0,20.89,32.29,19.2,32.79,20.2,34.26,20.73,33.2,17.79,46.15666667,24.02333333,22,27.79,22.79,33.4,18.6,39.09,9.27E+00,764.7833333,57.16666667,5,65,1.18E+00,20.25939167,20.25939167,10.13
50,0,20.89,32.36333333,19.2,32.79,20.2,34.4,20.7,33.2,17.79,45.83333333,24.89,22,27.79,22.7,33.53,18.6,39.09,9.20E+00,764.8,57,5,65,1.10E+00,44.04051141,44.04051141,10.06666667
40,0,20.89,32.36333333,19.16666667,32.9,20.2,34.4,20.7,33.26,17.79,45.56666667,24.89,22,27.79,22.7,33.59,18.6,39.09,9.05E+00,764.8,57.33333333,4.666666667,57.66666667,1.02E+00,30.6230927,30.6230927,9.866666667
40,0,20.82333333,32.23,19.1,32.9,20.2,34.53,20.66666667,33.36333333,17.79,45.26,25.43333333,21.92666667,27.73,22.6,33.53,18.6,39.2,8.90E+00,764.8,57.66666667,4.333333333,50.33333333,9.33E-01,40.79604858,40.79604858,9.69
60,0,20.79,32.16333333,19.1,32.9,20.2,34.59,20.6,33.29,17.79,45.12666667,25.03333333,21.89,27.7,22.53333333,33.59,18.6,39.2,8.75E+00,764.8,58,4,43,8.50E-01,39.90102916,39.90102916,9.563333333
60,0,20.79,32.16333333,19.1,32.96666667,20.2,34.7,20.6,33.26,17.79,44.96666667,25.52333333,21.82333333,27.63333333,22.56666667,33.76666667,18.6,39.2,8.60E+00,764.8,58.33333333,3.666666667,35.66666667,7.67E-01,20.04417425,20.04417425,9.323333333
70,0,20.79,32.43333333,19,33.19333333,20.13333333,34.7,20.53333333,33.2,17.79,44.9,25.93,21.76,27.6,22.56666667,34.1,18.6,39.2,8.45E+00,764.8,58.66666667,3.333333333,28.33333333,6.83E-01,14.09819323,14.09819323,9.13
100,0,20.73,32.63333333,19,33.52666667,20.1,34.7,20.5,33.06,17.79,44.79,26.63333333,21.7,27.6,22.6,34.43333333,18.6,39.2,8.30E+00,764.8,59,3,21,6.00E-01,37.26385464,37.26385464,8.763333333
100,0,20.7,33.03,18.945,33.895,20.075,34.7,20.5,32.93333333,17.79,44.73,26.9,21.6,27.5,22.66666667,34.63333333,18.6,39.2,8.08E+00,764.8666667,61,2.833333333,28.33333333,8.33E-01,12.81485778,12.81485778,8.563333333
100,0,20.7,33.22333333,19,34.3,20.06666667,34.7,20.39,32.79,17.79,44.7,27.83333333,21.53333333,27.5,22.7,34.86,18.6,39.2,7.87E+00,764.9333333,63,2.666666667,35.66666667,1.07E+00,1.613935607,1.613935607,8.093333333
100,10,20.7,33.43333333,19,34.63333333,20.1,34.66333333,20.39,32.79,17.79,44.7,28.83333333,21.445,27.5,22.7,35,18.6,39.2,7.65E+00,765,65,2.5,43,1.30E+00,41.1264181,41.1264181,7.693333333
100,0,20.7,33.595,19,34.96333333,20.1,34.59,20.29,32.9,17.79,44.7,29.95,21.35666667,27.5,22.76,35.12666667,18.6,39.2,7.43E+00,765.0666667,67,2.333333333,50.33333333,1.53E+00,13.17886723,13.17886723,7.245
250,0,20.7,33.76,19,35.16333333,20.2,34.59,20.29,33.02666667,17.79,44.66333333,30.66666667,21.29,27.56666667,22.76,35.2,18.5,39.2,7.22E+00,765.1333333,69,2.166666667,57.66666667,1.77E+00,37.53288289,37.53288289,6.796666667
340,10,20.73,35.65666667,19.03333333,35.23,20.2,34.59,20.29,33.12666667,17.79,44.59,31.46666667,21.2,27.63333333,22.79,35.29,18.56666667,39.2,7.00E+00,765.2,71,2,65,2.00E+00,34.99871263,34.99871263,6.396666667
100,10,20.85666667,37.39666667,19.1,35.43,20.2,34.73,20.29,33.2,17.79,44.62666667,32.66666667,21.13333333,27.7,22.79,35.23,18.6,39.2,6.97E+00,765.2833333,71.16666667,2,64.83333333,2.00E+00,49.03850679,49.03850679,6.026666667
90,0,20.89,36.86333333,19.2,36,20.2,34.93,20.2,33.53,17.79,44.76,33.26666667,21.1,27.7,22.76,35,18.6,39.12666667,6.93E+00,765.3666667,71.33333333,2,64.66666667,2.00E+00,10.07009215,10.07009215,5.76
110,10,20.96333333,36.46333333,19.2,36.33333333,20.2,35.09,20.2,33.7225,17.79,44.82666667,34.1,21.03333333,27.63333333,22.7,35,18.53333333,38.99,6.90E+00,765.45,71.5,2,64.5,2.00E+00,39.96157971,39.96157971,5.433333333
120,0,21.03333333,36.06,19.29,36.69333333,20.2,35.16333333,20.2,33.96666667,17.79,44.96666667,35.22666667,20.89,27.53333333,22.63333333,35.26666667,18.53333333,38.93,6.87E+00,765.5333333,71.66666667,2,64.33333333,2.00E+00,0.395741011,0.395741011,5.226666667
100,0,21.1,35.86,19.29,36.9,20.29,35.29,20.2,34.03,17.79,45.03,36.6,20.89,27.6,22.7,35.46666667,18.53333333,38.93,6.83E+00,765.6166667,71.83333333,2,64.16666667,2.00E+00,33.08369901,33.08369901,5.226666667
100,0,21.1,35.66333333,19.32333333,36.96666667,20.29,35.36333333,20.2,34.16333333,17.79,45.09,36.93333333,20.76,27.6,22.73,35.53,18.53333333,38.86333333,6.80E+00,765.7,72,2,64,2.00E+00,18.7675565,18.7675565,5.366666667
100,0,21.16666667,35.53,19.39,36.9,20.29,35.4,20.1,34,17.79,45.12666667,37.09666667,20.7,27.66666667,22.79,35.59,18.53333333,39.03,6.67E+00,765.75,72.16666667,2,64,1.90E+00,6.742058462,6.742058462,5.263333333
