Appliances,T2,T6
60,18.96333333,7.66
80,19.03333333,7.866666667
60,19.1,8.13
60,19.2,8.323333333
80,19.2675,8.756666667
100,19.35666667,9.03
80,19.39,9.256666667
110,19.46333333,9.53
60,19.6,9.726666667
40,19.6,9.666666667
40,19.63333333,9.696666667
60,19.7,10.09
70,19.79,10.245
90,19.73,10.06666667
100,19.7,10
100,19.76,10.16
50,19.79,10.1
50,19.79,10
50,19.79,10.06666667
50,19.79,10.1
50,19.76,10.1
50,19.7,10.13
50,19.7,10.26333333
60,19.7,10.16
60,19.7,9.96
60,19.6,9.86
80,19.6,9.666666667
90,19.6,9.6
90,19.6,9.733333333
90,19.6,9.89
100,19.6,9.86
100,19.5,9.726666667
90,19.5,10.05666667
90,19.6,10.53
60,19.6,10.53
80,19.6,10.33
60,19.6,10.3
70,19.6,10.36
90,19.6,10.5
100,19.56666667,10.29333333
120,19.5,9.866666667
120,19.5,9.533333333
110,19.5,9.666666667
90,19.5,9.933333333
100,19.39,10.06666667
110,19.32333333,10
100,19.29,10.13
110,19.23,10.0975
100,19.2,9.866666667
90,19.13333333,9.69
100,19.16666667,9.763333333
110,19.16666667,9.8
100,19.29,9.8
190,19.35666667,9.66
210,19.42666667,9.46
140,19.56666667,9.19
100,19.7,9.19
120,19.82666667,9.066666667
90,20,9
200,20.06666667,8.89
140,20.23,8.89
100,20.29,8.733333333
120,20.445,8.6
130,20.6,8.5
150,20.6,8.5
140,20.63333333,8.5
120,20.7,8.463333333
140,20.73,8.33
120,20.79,8.3
110,20.79,8.226666667
90,20.79,8.066666667
90,20.79,7.866666667
90,20.79,7.69
90,20.79,7.623333333
80,20.79,7.59
80,20.79,7.59
60,20.79,7.5
70,20.7,7.5
50,20.63333333,7.366666667
80,20.6,7.3
50,20.53333333,7.06
70,20.445,7
60,20.35666667,7.045
60,20.29,7.06
50,20.2,6.933333333
40,20.2,6.763333333
20,20.1,6.69
50,20.1,6.69
50,20,6.69
50,20,6.623333333
50,19.89,6.623333333
50,19.82333333,6.623333333
60,19.76,6.623333333
50,19.7,6.59
60,19.66666667,6.53
50,19.6,6.59
50,19.6,6.53
50,19.53333333,6.466666667
50,19.5,6.333333333
50,19.5,6.3
50,19.39,6.4
50,19.39,6.4
60,19.32333333,6.433333333
60,19.29,6.433333333
50,19.29,6.366666667
40,19.26,6.3
50,19.2,6.3
50,19.16666667,6.226666667
50,19.1,6.19
50,19.1,6.123333333
50,19.03333333,6.09
50,19,6.09
40,19,6.09
20,18.89,6.09
30,18.89,6.03
30,18.89,6.03
50,18.89,5.95
50,18.85666667,6
60,18.79,6
60,18.79,5.966666667
50,18.76,5.9
50,18.7,5.9
50,18.7,5.9
50,18.7,5.9
50,18.7,5.9
80,18.63333333,5.866666667
50,18.6,5.8
50,18.6,5.8
70,18.6,5.8
60,18.6,5.8
100,18.56666667,5.8
60,18.5,5.9
50,18.6,5.966666667
40,18.6,6.045
40,18.56666667,6.226666667
30,18.56666667,6.366666667
30,18.5,6.5
40,18.5,6.5
20,18.55,6.59
60,18.5,6.656666667
50,18.5,6.833333333
60,18.53333333,6.9
60,18.53333333,7.03
60,18.6,7.156666667
60,18.6,7.333333333
60,18.6,7.466666667
70,18.6,7.563333333
60,18.6,7.83
70,18.6,8.166666667
60,18.6,8.36
60,18.66666667,8.7
60,18.7,9.063333333
60,18.76,9.323333333
60,18.79,9.666666667
70,18.85666667,9.86
70,18.89,10.1
50,18.89,10.03333333
50,18.89,10.16666667
20,19,10.5
30,19,10.86666667
30,19.13333333,11
30,19.2,11.13
60,19.2,11.32333333
50,19.26,11.42666667
60,19.29,11.5
50,19.29,11.5
50,19.29,11.7
40,19.29,12.03333333
50,19.39,12.1725
50,19.39,12.46333333
50,19.42666667,12.42666667
50,19.5,12.5
50,19.5,12.66666667
50,19.56666667,12.72666667
60,19.56666667,12.42666667
40,19.56666667,12.62666667
50,19.6,12.56666667
50,19.5,12.36666667
50,19.5,11.79333333
50,19.5,11.53333333
50,19.5,11.6
30,19.6,11.86
40,19.6,11.76333333
50,19.56666667,11.63
90,19.56666667,11.8
90,19.6,11.86
130,19.6,11.95
130,19.56666667,11.43333333
140,19.5,11.16666667
150,19.46333333,10.86
140,19.39,10.66666667
130,19.35666667,10.43333333
90,19.29,10.16666667
100,19.29,10.06666667
70,19.29,9.926666667
80,19.2,9.8
90,19.2225,9.726666667
160,19.23,9.6
560,19.29,9.533333333
390,19.29,9.36
190,19.42666667,9.226666667
80,19.56666667,9.126666667
90,19.73,8.926666667
90,19.79,8.733333333
80,19.92666667,8.4975
100,20.06666667,8.256666667
100,20.1,8.066666667
120,20.16666667,7.933333333
100,20.23,7.763333333
100,20.29,7.69
100,20.42666667,7.69
100,20.5,7.623333333
90,20.6,7.59
80,20.6,7.53
110,20.6,7.5
80,20.625,7.5
110,20.63333333,7.5
100,20.6,7.433333333
90,20.6,7.263333333
90,20.56666667,7.19
70,20.5,7.09
80,20.5,7.0225
50,20.42666667,7
50,20.35666667,6.966666667
70,20.29,6.9
60,20.29,6.9
50,20.23,6.9
50,20.16666667,6.866666667
50,20.1,6.8
50,20,6.9
40,20,6.9
60,19.89,6.9
60,19.89,6.833333333
60,19.79,6.866666667
60,19.7225,6.726666667
50,19.63333333,6.69
50,19.6,6.69
40,19.53333333,6.69
30,19.5,6.69
30,19.42666667,6.69
40,19.39,6.69
50,19.39,6.69
60,19.35666667,6.763333333
50,19.29,6.69
50,19.26,6.69
60,19.2,6.69
50,19.2,6.656666667
50,19.13333333,6.59
50,19.1,6.59
50,19.1,6.59
60,19.06666667,6.56
60,19,6.56
50,19,6.56
60,18.9175,6.5
50,18.89,6.5
50,18.89,6.5
50,18.89,6.5
60,18.85666667,6.5
50,18.79,6.5
60,18.76,6.5
50,18.76,6.5
50,18.7,6.5
50,18.7,6.5
40,18.7,6.5
60,18.63333333,6.433333333
50,18.6,6.5
50,18.6,6.5
40,18.6,6.5
40,18.53333333,6.5
30,18.5,6.5
30,18.5,6.433333333
60,18.5,6.4
40,18.5,6.425
60,18.5,6.5
50,18.39,6.5
90,18.39,6.5
70,18.39,6.53
60,18.39,6.53
70,18.39,6.59
50,18.39,6.59
60,18.39,6.69
40,18.39,6.69
50,18.39,6.726666667
50,18.39,6.8
300,18.39,6.8
140,18.39,6.866666667
490,18.39,7
370,18.39,7
370,18.39,7.09
210,18.39,7.115
60,18.39,7.263333333
70,18.39,7.53
90,18.445,7.656666667
80,18.46333333,7.69
310,18.46333333,7.763333333
370,18.5,7.866666667
60,18.5,8.066666667
40,18.5,8.226666667
250,18.5,8.3
780,18.5,8.46
520,18.5,8.733333333
440,18.6,9.1
600,18.66666667,9.233333333
530,18.7,9.3
290,18.7,9.433333333
240,18.82333333,9.726666667
240,18.89,9.86
80,18.92666667,9.995
60,19,10.06666667
50,19,9.866666667
230,19,9.53
690,19,9.463333333
570,19.13333333,9.966666667
330,19.26,10.36
270,19.32333333,10.29333333
280,19.46333333,10.62666667
250,19.53333333,10.86666667
240,19.6,11.12666667
190,19.73,11.36666667
80,19.79,11.56666667
650,19.82333333,11.72666667
660,19.96333333,11.72666667
370,20,11.53
310,20,11.13
330,20.03333333,11
320,20.1,11.025
310,20.13333333,11.03333333
260,20.2,11.03
200,20.2,10.83
110,20.26,11.19
500,20.245,10.93
640,20.23,10.8
420,20.29,10.93333333
320,20.32333333,11.09
300,20.32333333,10.63
280,20.29,10.23333333
330,20.29,9.96
240,20.29,9.763333333
170,20.35666667,9.63
110,20.39,9.6
470,20.46333333,9.733333333
380,20.5,9.89
330,20.56666667,9.795
340,20.7,9.563333333
320,20.76,9.233333333
510,20.79,8.9
880,20.85666667,8.06
440,20.89,7.533333333
110,20.96333333,6.766666667
110,21.1,6.2675
130,21.13333333,5.796666667
110,21.2,5.396666667
120,21.2,4.933333333
130,21.2,4.66
180,21.2,4.433333333
130,21.2,4.226666667
130,21.1,4.23
110,21.1,4.03
110,21,3.966666667
110,20.92666667,3.645
100,20.85666667,3.36
110,20.79,3.23
110,20.76,3.29
110,20.7,3.2
90,20.6,3.26
70,20.53333333,3.06
70,20.5,2.86
50,20.42666667,2.663333333
50,20.29,2.53
70,20.2675,2.407142857
50,20.2,2.277777778
50,20.1,2.145
50,20.03333333,2.07
50,19.89,2.06
60,19.82333333,2.005
60,19.79,1.937777778
70,19.73,1.863333333
50,19.66666667,1.820555556
60,19.53333333,1.857222222
50,19.46333333,1.863333333
50,19.39,1.844444444
50,19.29,1.955555556
50,19.29,1.881111111
50,19.2,1.887777778
60,19.13333333,1.791111111
60,19.1,1.626666667
50,19.03333333,1.503333333
60,19,1.688888889
60,18.9175,1.616111111
50,18.82333333,1.391111111
50,18.79,1.378888889
50,18.79,1.292777778
50,18.7,1.138888889
50,18.7,1.05
40,18.7,0.944444444
40,18.63333333,0.988888889
40,18.6,0.983333333
30,18.53333333,1.1
50,18.5,1.145454545
50,18.5,1.191666667
60,18.39,1.217142857
50,18.39,1.3885
50,18.29,1.498421053
60,18.29,1.6
50,18.29,1.641176471
60,18.23,1.75
60,18.2,1.863333333
50,18.175,1.944545455
50,18.1,2.055454545
50,18.1,2.287272727
40,18.03333333,2.45
50,18.03333333,2.622777778
60,18.03333333,2.76
60,18,2.935555556
60,17.92666667,3.145
50,17.89,3.358888889
60,17.89,3.545
40,17.89,3.716666667
60,17.89,3.845
50,17.89,3.966111111
50,17.89,4.13
50,18,4.308888889
60,18,4.617222222
70,18.03333333,4.889090909
80,18.16666667,5.33125
90,18.23,5.741666667
60,18.365,6.201666667
60,18.39,6.508888889
50,18.5,6.807272727
60,18.42666667,6.9
50,18.46333333,6.9
50,18.46333333,6.963333333
50,18.42666667,7.296666667
60,18.5,7.66
110,18.5,8
50,18.56666667,8.366666667
150,18.6,8.626666667
210,18.6,8.83
120,18.6,8.9975
380,18.66666667,9.16
160,18.7,9.526666667
140,18.76,10.06
130,18.82333333,10.73333333
130,18.96333333,11.26
140,19.13333333,11.99
210,19.2225,12.39666667
510,19.29,12.63
630,19.42666667,12.76333333
500,19.5,13.16666667
290,19.63333333,13.36
270,19.76,13.56333333
250,19.92666667,13.82333333
130,20,14.06333333
80,20.13333333,14.46333333
100,20.2,14.72666667
80,20.29,14.72666667
140,20.35666667,14.86666667
80,20.42666667,15
90,20.5,15.26
80,20.63333333,15.69666667
80,20.76,15.96333333
80,20.82333333,16.1
70,20.89,16.1
70,20.89,15.83333333
70,20.9175,15.5
60,21,15.66
60,20.96333333,15.4
70,20.89,14.86
70,20.89,14.93333333
80,20.89,15.03333333
60,20.92666667,15.16
80,20.92666667,14.89666667
60,20.85666667,14.63
50,20.79,14.75666667
90,20.89,14.96333333
100,20.89,14.76333333
100,20.79,14.74
100,20.79,15.03
120,20.79,14.96333333
110,20.73,14.89
110,20.76,14.96
110,20.76,15.23333333
100,20.76,15.26333333
110,20.7,15.06333333
100,20.6,14.73333333
110,20.6,14.46
110,20.53333333,14.3
100,20.46333333,14.3
100,20.39,14.26333333
120,20.35666667,14.19
240,20.29,13.96333333
470,20.29,13.89
180,20.29,13.8225
100,20.32333333,13.72666667
100,20.46333333,13.56666667
120,20.53333333,13.4175
450,20.6,13.39
170,20.7,13.36
140,20.7,13.16666667
150,20.79,12.82333333
140,20.85666667,12.63
140,20.96,12.53333333
120,21.16666667,12.53333333
120,21.29,12.43333333
120,21.42666667,12.22666667
120,21.5,12.26333333
110,21.6,12.19
130,21.6,12.19
470,21.7,12.26333333
420,21.7,12.22666667
130,21.7,12.3
110,21.7,12.3
100,21.7,12.3
70,21.63333333,12.3
50,21.6,12.3
60,21.53333333,12.36
50,21.5,12.42666667
60,21.42666667,12.56666667
50,21.39,12.63
60,21.32333333,12.76333333
60,21.26,12.83
60,21.2,12.89
30,21.16666667,12.89
30,21.1,12.55666667
40,21.03333333,11.05666667
30,21.06666667,9.996666667
70,21,9.323333333
60,20.89,8.93
70,20.89,8.53
60,20.76,8.33
70,20.7,8.066666667
60,20.66666667,7.9
60,20.6,7.866666667
60,20.56666667,7.8
60,20.5,7.8
60,20.46333333,7.763333333
60,20.39,7.69
70,20.35666667,7.656666667
60,20.29,7.59
70,20.26,7.59
60,20.2,7.656666667
60,20.16666667,7.59
60,20.075,7.656666667
60,20.06666667,7.59
60,20,7.53
50,20,7.366666667
70,19.89,7.226666667
60,19.89,7.156666667
60,19.85666667,7.0675
70,19.79,7
60,19.7,6.966666667
60,19.7,6.9
50,19.66666667,6.866666667
50,19.6,6.8
60,19.6,6.656666667
50,19.6,6.59
60,19.5,6.56
60,19.5,6.433333333
60,19.39,6.366666667
70,19.39,6.226666667
60,19.39,6.06
60,19.39,5.933333333
50,19.29,5.8
50,19.29,5.726666667
60,19.29,5.726666667
50,19.29,5.6925
60,19.29,5.59
50,19.29,5.53
40,19.29,5.59
40,19.26,5.59
40,19.26,5.656666667
40,19.29,5.8
100,19.29,5.866666667
60,19.29,6.16
50,19.29,6.366666667
80,19.59666667,6.693333333
100,20.12333333,7.3
80,20.8,8.033333333
80,21.13333333,8.56
100,21.6,9.13
80,21.53333333,9.263333333
110,21.34,9.226666667
80,21.2,9.525
90,21.2,10.06
110,21.29,10.49
100,21.35666667,10.76333333
100,21.42666667,11.06333333
80,21.5,11.13
80,21.46333333,11
70,21.39,11.12666667
70,21.42666667,11.46666667
70,21.5,11.86
60,21.53333333,12.4
70,21.6,12.66
70,21.63333333,12.86666667
80,21.7,13.12666667
80,21.7,13.16
70,21.7,13.1
80,21.7,13.32666667
60,21.7,13.73333333
70,21.7,13.66666667
70,21.7675,13.845
60,21.73,13.66666667
70,21.7,13.6
60,21.7,13.6
50,21.7,13.93
50,21.76,14.19
60,21.7,14.06666667
70,21.7,14.06666667
70,21.7,14.22666667
70,21.7,14.3
70,21.7,14.4
60,21.7,14.66
70,21.7,14.73333333
60,21.7,14.66
80,21.7,14.46333333
70,21.7,14.46333333
60,21.7,14.42666667
80,21.7,14.42666667
60,21.66666667,14.04
70,21.6,13.69
60,21.6,13.76333333
70,21.5,13.39666667
60,21.5,13.06333333
60,21.35666667,12.79333333
80,21.29,11.99333333
120,21.29,11.03
140,21.29,10.83
140,21.2,10.8
160,21.13333333,10.8
180,21.1,10.93333333
160,21.03333333,10.52666667
160,20.96333333,10
140,20.89,9.6
120,20.79,9.126666667
110,20.73,8.866666667
90,20.7,8.66
90,20.63333333,8.4975
80,20.56666667,8.463333333
80,20.5,8.39
80,20.5,8.463333333
80,20.39,8.533333333
70,20.32333333,8.6
70,20.29,8.433333333
60,20.23,8.166666667
80,20.2,8
100,20.2,8
90,20.1,8
90,20.1,8
80,20.06666667,7.9
90,20,7.966666667
70,19.96333333,8
80,19.89,8.126666667
90,19.85666667,8.19
90,19.79,8.19
80,19.76,8.145
80,19.7,8.3
90,19.7,8.226666667
70,19.63333333,8.1
80,19.6,8.1
60,19.525,8.1
50,19.5,8.033333333
60,19.42666667,8
60,19.42666667,8
60,19.39,8.1
70,19.39,8.16
60,19.29,8.33
60,19.29,8.39
50,19.26,8.426666667
60,19.2,8.5
50,19.2,8.6
60,19.2,8.66
60,19.13333333,8.745
70,19.13333333,8.83
60,19.1,8.89
60,19.1,9
70,19.1,9
60,19.1,9
60,19,8.926666667
50,19.05,8.86
60,19,8.8
60,19,8.8
60,19,8.86
70,18.96333333,8.926666667
50,18.89,9
70,18.96333333,8.89
60,18.89,8.696666667
60,18.89,8.463333333
50,18.89,8.196666667
60,18.89,7.795
60,18.82333333,7.56
50,18.79,7.433333333
70,18.79,7.3
60,18.79,7.3
60,18.79,7.5
60,18.7,7.56
60,18.7,7.726666667
50,18.7,7.933333333
60,18.675,8.033333333
50,18.6,8.1
60,18.6,8.19
50,18.6,8.263333333
40,18.6,8.3
50,18.6,8.36
40,18.6,8.39
60,18.53333333,8.463333333
70,18.53333333,8.533333333
50,18.53333333,8.6225
60,18.5,8.763333333
70,18.5,8.83
60,18.5,8.963333333
70,18.5,8.963333333
70,18.5,8.89
120,18.5,8.8
60,18.6,8.8
70,18.6,8.8
60,18.6,8.933333333
60,18.675,9.4
90,18.7,9.66
60,18.79,9.8
60,18.79,9.726666667
60,18.79,9.53
140,18.79,9.196666667
110,18.79,8.86
100,18.79,8.895
90,18.89,9.066666667
110,18.96333333,9.19
90,19.26333333,9.263333333
230,19.53,9.49
210,19.82333333,9.963333333
170,20.03,10.46
380,20.23,10.73333333
210,20.43,11.32666667
150,20.73,11.7
100,20.93,12.075
270,21.16333333,12.3
130,21.3925,12.22666667
100,21.56666667,12.5
130,21.7,12.53
100,21.76,12.25666667
100,21.82333333,11.5
100,21.96333333,11.5
70,22.03333333,11.43333333
80,22.1,11.125
80,22.1,11
440,22.16666667,11
430,22.23,11.46583333
320,22.29,11.93166667
300,22.39,12.59
270,22.46333333,12.8225
290,22.53333333,12.93
280,22.6,13.16
250,22.6,13.495
190,22.6,13.6
100,22.6,13.53
90,22.6,13.30111111
80,22.745,13.55285714
80,22.85666667,13.61928571
400,22.79,13.43333333
660,22.79,12.86923077
310,22.73,11.792
110,22.79,11.64
110,22.73,11.43277778
100,22.66666667,11.45444444
100,22.6,11.72277778
100,22.6,11.76333333
100,22.53333333,11.69222222
110,22.5,11.18333333
140,22.42666667,10.96
620,22.35666667,10.65727273
580,22.23,10.63944444
350,22.2,10.48461538
100,22.13333333,10.27142857
130,22,10.08222222
240,22,9.835
250,22.06666667,9.726666667
330,22,9.466363636
260,22,9.300588235
120,21.89,9.136
500,21.82333333,8.845
110,21.76,8.712
120,21.7,8.645
120,21.6,8.6
110,21.53333333,8.566666667
110,21.5,8.5
420,21.42666667,8.349090909
330,21.29,8.14
100,21.29,7.933333333
100,21.2,7.7725
90,21.13333333,7.617777778
80,21.1,7.599090909
70,21.03333333,7.661428571
80,20.96333333,7.64
90,20.89,7.489
90,20.85666667,7.297692308
80,20.79,7.061875
80,20.73,6.963636364
50,20.66666667,6.833333333
60,20.6,6.433333333
50,20.56666667,6.125
50,20.5,6.147142857
50,20.46333333,6.396666667
40,20.32333333,6.59
40,20.29,6.545
40,20.29,6.349444444
40,20.2,6.149444444
50,20.13333333,5.914285714
60,20.1,5.674
50,20.1,5.5
60,19.96333333,5.5375
50,19.89,5.601111111
50,19.89,5.623333333
70,19.82333333,5.59
60,19.79,5.5225
70,19.73,5.366666667
50,19.7,5.366666667
70,19.66666667,5.4
50,19.66666667,5.4
60,19.6,5.516
50,19.6,5.692
50,19.5,5.911111111
60,19.5,5.972727273
60,19.46333333,5.815555556
60,19.39,5.787777778
60,19.39,5.822222222
70,19.39,5.9
60,19.39,5.96875
60,19.39,5.876470588
40,19.29,5.905882353
60,19.29,5.916666667
50,19.29,5.877777778
50,19.29,5.818181818
70,19.2,5.78625
50,19.2,5.787777778
70,19.2,5.816666667
50,19.16666667,5.822222222
70,19.1,5.837777778
60,19.13333333,5.614285714
80,19.2,5.36875
60,19.1,5.45
50,19.1,5.4
60,19,5.381818182
50,19,5.298333333
60,19,5.035625
40,19,5.0675
30,19,5.061666667
40,19,4.748181818
40,18.89,4.634444444
60,18.89,4.69
60,18.89,4.69
70,18.89,4.69
50,18.89,4.815
70,18.89,5.045
60,18.945,5.278888889
60,19,5.685
60,19,5.971111111
60,19.13333333,6.348333333
50,19.13333333,6.580555556
70,19.1,6.783888889
80,19.1,7.061111111
80,19.1,7.337777778
90,19.16666667,7.584444444
100,19.23,8.103333333
100,19.35666667,8.3
100,19.39,8.300555556
70,19.46333333,8.525555556
80,19.6,8.678333333
70,19.6,8.983888889
80,19.73,9.245
80,19.79,9.537777778
80,19.92666667,10.12222222
90,20.06666667,10.66444444
80,20.245,10.90444444
80,20.39,11.14222222
60,20.39,11.30777778
50,20.39,11.02777778
60,20.46333333,11.48722222
50,20.73,11.86055556
70,20.79,11.50888889
80,20.66666667,11.27833333
90,20.6,11.28055556
160,20.7,11.58333333
90,20.76,11.66333333
120,20.79,12.07944444
80,20.79,12.27833333
80,20.79,11.84111111
90,20.85666667,12.25222222
100,20.89,12.65666667
110,20.96333333,12.825
130,21.03333333,13.03666667
120,21.1,13.41277778
120,21.13333333,13.33888889
100,21.175,12.73833333
120,21.1,11.96611111
110,21.1,11.42111111
110,21.1,11.51944444
110,21.1,12.05555556
100,21.16666667,12.75611111
110,21.13333333,12.97611111
110,21.2,12.985
110,21.2,13.38
110,21.26,13.83
110,21.29,13.855
100,21.29,13.80611111
110,21.29,13.37647059
110,21.29,13.36117647
90,21.23,13.34588235
90,21.29,13.33058824
70,21.23,13.31529412
260,21.23,13.3
390,21.2,13.5
320,21.2,13.36666667
100,21.2,13.16
350,21.2,13.1
480,21.2,13.03333333
120,21.13333333,12.96333333
100,21.2,12.83
100,21.16666667,12.69
120,21.1,12.56333333
110,21.06666667,12.2
110,21,11.86666667
110,20.89,11.43333333
110,20.89,11.22666667
120,20.79,10.93333333
130,20.79,10.66666667
140,20.7,10.56666667
130,20.63333333,10.5
140,20.6,10.46333333
140,20.53333333,10.25666667
140,20.5,9.963333333
130,20.5,9.756666667
130,20.39,9.495
120,20.35666667,9.39
130,20.29,9.33
100,20.29,9.36
90,20.29,9.36
100,20.2,9.39
90,20.2,9.39
80,20.16666667,9.39
80,20.1,9.39
90,20.1,9.263333333
60,20.1,9.19
60,20,9.13
50,20,9.19
60,19.89,9.1
50,19.89,9.16
60,19.85666667,9.1
80,19.79,9.1
70,19.79,9.145
70,19.73,9.3
70,19.7,9.36
70,19.66666667,9.39
60,19.6,9.463333333
70,19.6,9.533333333
60,19.6,9.6
70,19.56666667,9.6
70,19.5,9.533333333
60,19.5,9.5
60,19.5,9.566666667
60,19.5,9.566666667
60,19.42666667,9.5
50,19.39,9.566666667
60,19.39,9.5
50,19.39,9.566666667
60,19.39,9.5
70,19.35666667,9.5
60,19.29,9.4725
70,19.29,9.39
50,19.29,9.263333333
60,19.29,9.13
50,19.29,9.1
60,19.23,9.033333333
50,19.23,9
70,19.23,9
50,19.2,8.89
70,19.2,8.89
60,19.2,8.8
60,19.2,8.8
60,19.1,8.69
50,19.1,8.63
60,19.1,8.5
50,19.1,8.5
60,19.1,8.39
80,19.1,8.3675
40,19.1,8.166666667
40,19.03333333,8.066666667
50,19,8
50,19,7.966666667
50,19,7.833333333
60,19,7.656666667
60,19,7.59
60,19,7.56
70,19,7.5
70,18.96333333,7.433333333
70,18.89,7.5
50,18.89,7.5
60,18.89,7.56
50,18.92666667,7.726666667
60,19,7.866666667
60,19,8.033333333
50,19,8.233333333
110,19,8.445
70,19.06666667,8.666666667
80,19.1,8.86
90,19.1,9.13
100,19.13333333,9.323333333
80,19.2,9.533333333
80,19.29,9.733333333
80,19.42666667,10.06333333
50,19.5,10.26333333
90,19.63333333,10.6
120,19.76,10.93333333
90,19.96,11.25666667
110,20.22666667,11.39
70,20.46,11.53333333
110,20.6,11.73333333
110,20.73,11.8
100,20.79,11.86
90,20.79,11.89
100,20.85666667,12.2725
100,21.03333333,12.73333333
110,21.16666667,13.16666667
100,21.29,13.36
100,21.29,13.39
170,21.29,13.53
90,21.29,13.06
70,21.26,12.86
80,21.245,13.4
110,21.2,13.6
110,21.2,13.56666667
110,21.2,13.62666667
100,21.2,14.06333333
100,21.2,14.06333333
100,21.13333333,13.83
100,21.2,13.75666667
80,21.1,13.66666667
80,21.1,13.86
80,21.1,14.19
80,21.1,13.93333333
110,21.06666667,13.8
90,21.06666667,14.13
90,21.1,14.26333333
80,21.1,14.53333333
90,21.1,14.4
80,21.1,14.03
90,21.06666667,13.83
90,21,13.86
100,21,13.86
80,21,13.92666667
60,21,14.06666667
60,20.96333333,14.16
60,20.96333333,14.03333333
50,20.89,13.8
60,20.89,13.8
70,20.92666667,13.6
90,21.06666667,13.6
80,21.1,13.345
90,21.1,12.86666667
90,21.2,12.32666667
100,21.2,11.86
90,21.2,11.72666667
90,21.2,11.66
120,21.16666667,11.53333333
440,21.1,11.32333333
220,21.1,10.93
210,21.1,10.33333333
330,21.15,9.733333333
220,21.2,9.293333333
120,21.26,9.033333333
90,21.29,8.763333333
100,21.29,8.63
110,21.29,8.463333333
100,21.29,8.33
360,21.29,8.245
400,21.29,8.16
100,21.26,8.033333333
120,21.2,7.866666667
100,21.16666667,7.726666667
120,21.1,7.656666667
70,21.06666667,7.59
50,21,7.5
60,20.89,7.5
60,20.89,7.4
50,20.79,7.333333333
70,20.73,7.156666667
60,20.7,7.09
60,20.6,7.06
70,20.5,7
50,20.46333333,6.933333333
60,20.32333333,6.933333333
60,20.29,6.85
60,20.23,6.8
60,20.2,6.8
60,20.13333333,6.8
50,20.1,6.8
50,20.03333333,6.69
30,20,6.69
30,19.92666667,6.69
20,19.85666667,6.763333333
40,19.79,6.763333333
50,19.79,6.763333333
60,19.73,6.8
50,19.7,6.8
60,19.7,6.8
50,19.6,6.8
50,19.6,6.8
50,19.53333333,6.726666667
50,19.5,6.745
60,19.5,6.656666667
50,19.46333333,6.59
60,19.39,6.59
50,19.35666667,6.59
50,19.29,6.56
50,19.29,6.5
50,19.29,6.4
50,19.29,6.4
50,19.23,6.366666667
70,19.2,6.3
50,19.2,6.3
60,19.1,6.3
50,19.1,6.3
50,19.06666667,6.3
50,19,6.3
40,19,6.3
50,19,6.245
50,19,6.19
90,18.96333333,6.19
60,18.89,6.19
50,18.89,6.19
20,18.89,6.19
40,18.89,6.19
30,18.82333333,6.19
50,18.82333333,6.19
50,18.82333333,6.19
50,18.79,6.19
60,18.79,6.156666667
60,18.79,6.09
60,18.79,6.19
80,18.79,6.263333333
60,18.79,6.333333333
40,18.79,6.4
50,18.79,6.45
50,18.79,6.59
70,18.79,6.59
80,18.79,6.69
70,18.79,6.763333333
70,18.79,6.9
50,18.79,6.966666667
50,18.79,7.03
70,18.82333333,7.156666667
60,18.89,7.333333333
50,18.89,7.466666667
50,18.82333333,7.66
100,18.89,7.866666667
80,18.89,8.033333333
90,18.92666667,8.16
90,19,8.46
90,19.03333333,8.66
90,19.1,8.866666667
90,19.1,9.0975
80,19.1,9.19
80,19.2,9.066666667
100,19.2,9
90,19.2,8.933333333
80,19.2,8.86
100,19.2,8.89
90,19.2,8.963333333
100,19.2,9.033333333
90,19.2,9.1
100,19.2,8.896666667
90,19.16666667,8.23
100,19.1,7.656666667
100,19.1,7.463333333
150,19.1,7.433333333
140,19.13333333,7.56
90,19.2,8.063333333
80,19.29,8.4475
90,19.35666667,8.733333333
80,19.39,8.756666667
100,19.39,8.89
110,19.39,8.926666667
110,19.39,9
120,19.39,9
110,19.39,9.066666667
80,19.46333333,9.226666667
110,19.5,9.36
90,19.5,9.5
110,19.5,9.5
100,19.5,9.33
110,19.53333333,9.463333333
110,19.6,9.666666667
100,19.6,9.933333333
90,19.6,9.823333333
90,19.6,9.69
90,19.6,9.55
80,19.6,9.463333333
100,19.6,9.39
90,19.6,9.36
80,19.6,9.3
70,19.6,9.3
90,19.6,9.226666667
430,19.7,9.263333333
440,19.7,9.13
110,19.7,8.933333333
90,19.79,8.8
90,19.79,8.66
110,19.89,8.55
90,19.89,8.4725
120,19.89,8.39
100,19.89,8.3
100,20,8.226666667
90,20.06666667,8.095
120,20.13333333,7.73
110,20.26,7.53
120,20.42666667,7.296666667
120,20.56666667,6.963333333
120,20.63333333,6.656666667
140,20.76,6.53
110,20.82333333,6.366666667
120,20.89,6.3
90,20.945,6.156666667
70,21,6.045
40,21,5.925
40,21,5.9
40,20.92666667,5.933333333
30,20.89,6
60,20.82333333,6
50,20.79,6
50,20.73,6.045
50,20.7,6.123333333
60,20.63333333,6.263333333
50,20.56666667,6.19
60,20.5,6.19
60,20.39,6.19
70,20.32333333,6.263333333
50,20.26,6.156666667
60,20.2,6.03
40,20.16666667,6
50,20.1,6.06
50,20.06666667,6.19
60,19.9175,6.19
60,19.89,6.09
60,19.79,6.09
50,19.79,6.09
